nFID	lat	lon	location	name	last_at	time	city	gender	id	followers_count	friends_count	statuses_count	created_at	domain	status_id	status_text
160777	23.1618	113.38079	¹ã¶« ¹ãÖÝ	Ð¡_Ð¡„Å	2014/5/1 0:00	2:26:00	1	f	2656253171	1	24	488	Sat Mar 10 14:06:45 +0800 2012		3.76823E+15	×ª·¢Î¢²©
186026	23.67451	112.88004	¹ã¶« ÇåÔ¶	ÔÙ¼ûð°Î²ÉÙÄê	2014/5/1 0:00	2:26:00	18	f	3884275719	17	53	37	Sat Nov 02 18:50:28 +0800 2013		3.76533E+15	×ª·¢Î¢²©
175840	23.38474	113.21974	¹ã¶« ¹ãÖÝ	A-wingyy	2014/5/1 0:00	2:27:00	1	f	5040478207	353	308	657	Wed Feb 19 01:09:53 +0800 2014		3.76782E+15	#ÈËÃñÍøËÍ¸£Àû#Ôø¾­ÓÐ·Ý´ó½±°ÚÔÚÎÒÑÛÇ°£¬¶øÎÒ²îµã´í¹ý£¡ÐÒºÃÎÒÑÛ¼²ÊÖ¿ì£¬Ï²´óÆÕ±¼£¡ http://t.cn/RhR2TWe
35250	22.77078	112.99577	¹ã¶« ½­ÃÅ	-CynthiaHo	2014/5/1 0:00	2:27:00	7	f	1810375714	703	217	24	Sat Sep 18 10:32:27 +0800 2010		3.74475E+15	×òÌìÊÇÀúÊ· Ã÷ÌìÊÇ¸öÃÔ ÄãÒªÏàÐÅ°®Ð¦µÄÅ®º¢ÔËÆø¶¼²»»á²î
116642	23.16028	112.90105	¹ã¶« ·ðÉ½	hyyyyyyyyyyyyyyyyyyyyyyyyyy	2014/5/1 0:00	2:27:00	6	m	1926385210	164	95	56	Tue Jan 25 17:50:11 +0800 2011		3.76836E+15	ÌìÇåÆøË¬£¬³öÈ¥ÏÐ¹ä
158550	23.12519	113.38523	¹ã¶« ¹ãÖÝ	-Maurine	2014/5/1 0:00	2:27:00	1	f	1785332121	606	261	46	Tue Jul 27 18:21:22 +0800 2010	albababy	3.76789E+15	 @Mani-So [Ç×Ç×][Ç×Ç×] //@È«Çò¼Ò¾Ó»ã:´ÓÄêÉÙµ½ÄêÀÏ£¬´ÓÐÄ¶¯µ½¹ÅÏ¡[¿É°®]
13211	22.516	113.92299	¹ã¶« ÉîÛÚ	No¹ÂªšÎž»ðÏx	2014/5/1 0:00	2:27:00	3	f	1759247125	245	213	1521	Fri Jun 18 00:31:43 +0800 2010		3.76269E+15	·ÖÏíÍ¼Æ¬
11675	22.56422	113.95283	¹ã¶« ÉîÛÚ	´ó±¦ÀÕ	2014/5/1 0:00	2:27:00	3	f	2928166350	98	444	1992	Wed Aug 15 21:25:06 +0800 2012		3.76819E+15	//@Ñ©Óò¸ßÔ­ÉãÓ°ÈË:¸øÎ÷²Ø¿ØÃÇµÄ¸£Àû
10618	22.5369	113.92109	¹ã¶« ÉîÛÚ	´óË¼Ïë¼Ò„¢‚äÐþÔ	2014/5/1 0:00	2:27:00	3	m	1791139073	399	118	302	Tue Aug 10 10:30:40 +0800 2010	ryodoko	3.76805E+15	U-KNOW£¬¸ÄÃûÁË¹þ£¬×¢Òâµã@Á³Á³ÒªÎªÃÎÏëµÄÉú»îÅ¬Á¦ @Ì·Ò»ÉÁ_ @Ð¡ÈòËµÁãÊ³¿ÉÒÔÒ»Ö±³Ô @°¢Ï£ÀïXiaoLu @¶ä¶äÊÇÒ»¶äÏòÈÕ¿û @¼¦¸çÊÇ¸öºÃÆ¢Æø @½­¿¡½Ü- @Pengtianyu_monster @àèÀïÅ¾À²Åé´ÎßÇ @ÌÀ´ó×ìÊÇÌúÆ¤°¢Í¯Ä¾ @Ð¡ÐÂ²»»áºó¿Õ·­
168373	23.212	113.32099	¹ã¶« ÇåÔ¶	-ºéºÆ	2014/5/1 0:00	2:27:00	18	m	2231933860	274	162	506	Thu Jul 07 20:48:53 +0800 2011	hong0312	3.76596E+15	#È«³ÇÍ¨¼©#ºÃ¾Ã²»¼û£¬²»ÖªµÀÄãÏÖÔÚÈçºÎ¹þ£¿
110990	23.05163	113.74822	¹ã¶« ¶«Ý¸	¾²Ñ©lzj	2014/5/1 0:00	2:27:00	19	f	1861300560	42	53	60	Sun Oct 24 13:15:42 +0800 2010	mbfdlzj	3.76624E+15	¼´Ê¹ÐÄÀïÔÙÄÑÊÜ£¬Ò²ÒªÐ¦×Å¡£Õæ²»ÖªµÀ¼¸Ê±»á±¬·¢£¡£¡£¡ http://t.cn/R7LLrkG
34670	22.65459	114.02165	¹ã¶« ÉîÛÚ	¿É°®¶à¹Ô¹Ô	2014/5/1 0:00	2:27:00	3	m	1278811043	1611	885	34220	Sun Aug 30 19:06:43 +0800 2009	b248655	3.76823E+15	»Ø¸´@³Â¶ÅÃ÷z:[ÍÚ±ÇÊº][ÍÚ±ÇÊº][ÍÚ±ÇÊº]×îÉÙÒª±£±¾°¡£¡[ÔÎ][ÔÎ][ÔÎ]°³ÊÇŒÅË¿£¡Ã»Ç®£¡¸ü²»ÄÜÂÒ»¨Ç®£¡Ã÷ÌìÒªËûÃÇÅâ500[Å­][Å­][Å­]
10113	22.55633	113.89928	±±¾© ¶«³ÇÇø	Â¬¹µÏþÔÂ2014	2014/5/1 0:00	2:27:00	1	m	5123076600	1	32	25	Sat Apr 26 00:17:38 +0800 2014		3.7082E+15	¡¾Ò»ÌÔ»ÆÀú¡¿ÌìÈÈÁË ½ñÈÕÒËÁµ°® ¼É³ÔÂéÀ±ÌÌ µÚÈý´ú±¦±¦Ð½½ð±¦http://t.cn/8seoYRB
167752	23.289	113.26799	¹ã¶« ÉîÛÚ	ÂÃÍ¼ÊÓ¾õ	2014/5/1 0:00	2:27:00	3	m	1660326433	2041	1	485	Fri Aug 02 14:56:45 +0800 2013	lvtu7a	3.76817E+15	³ö·¢°ÍÀåµº[·É»ú][·É»ú][·É»ú] http://t.cn/R7tY1Lt
170040	23.25119	113.28582	¹ã¶« ¹ãÖÝ	ÏãÀ¼1029	2014/5/1 0:00	2:27:00	1	f	2663215561	997	756	2002	Wed Mar 14 22:11:08 +0800 2012		3.76572E+15	ÄÜË©ÀÎÒ»¸öÅ®ÈËµÄ£¬Î´±ØÊÇ°®Çé£¬¶øÊÇºÇ»¤¡£ÏíÊÜ±ðÈËµÄÕÕ¹Ë£¬µÄÈ·ÊÇ»áÉÏñ«µÄ¡£Õâ¾ÍÊÇÎªÊ²Ã´¡°°®ÄãµÄ¡±×ÜÄÜ´ò°Ü¡°Äã°®µÄ¡±£¬ÒòÎªÈËÐÔµÄÐèÇó±¾ÖÊÉÏÊÇÒ»ÑùµÄ£ºÎÒÃÇ¹Âµ¥µØÀ´µ½Õâ¸öÊÀ½ç£¬¶¼ÊÇÎªÁËÕÒµ½Ò»¸öÈË£¬ÄÜ¶Ô×Ô¼ººÃ¡£
29487	22.68899	113.805	¹ã¶« ÉîÛÚ	ÐÄÓÐÁáÏ¢ÓÀ½ÜÍ¬ÐÄ	2014/5/1 0:00	2:27:00	3	m	3165345623	35	59	332	Sat Nov 24 17:11:13 +0800 2012		3.73275E+15	Ê®¶þµãµÈ×ÅÄãµÄ×£¸££¬ÐÄÇéºÃ¼¤¶¯
160776	23.16693	113.4204	¹ã¶« Ã¯Ãû	ÑîÄ³Ä³Ä³ÒÕ	2014/5/1 0:00	2:27:00	9	m	2172655850	216	216	246	Mon Jun 13 22:58:40 +0800 2011		3.7679E+15	àÅ
35251	22.767	112.958	¹ã¶« ¹ãÖÝ	Ò»Ã×Ñô¹â--³äAlex	2014/5/1 0:00	2:27:00	1	m	1842940262	422	218	1868	Tue Oct 05 20:14:22 +0800 2010		3.76535E+15	ÑªÁ÷£¬Í£²»ÁË£¬Õæ²»ÖªÔõÃ´°ì£¿ http://t.cn/R7Zzj67
169485	23.19051	113.28044	¹ã¶« ¹ãÖÝ	Andy--12345	2014/5/1 0:00	2:28:00	1	m	2035289115	105	42	144	Sun Mar 20 01:47:40 +0800 2011		3.76747E+15	Ë¼Äî£¬ºÜÏëÄã
187722	23.7	113.707	¹ã¶« ¹ãÖÝ	Bhabi	2014/5/1 0:00	2:28:00	1	f	2722773380	213	231	1351	Tue Feb 21 19:44:21 +0800 2012		3.7673E+15	×ª·¢Î¢²©
5640	22.54031	113.35127	¹ã¶« ÖÐÉ½	LareySmile´òCOC¼ä¶ÏÊÖ²Ð	2014/5/1 0:00	2:28:00	20	f	1751232725	473	232	8257	Sat Jun 05 13:56:53 +0800 2010	lareysmile	3.76786E+15	ÖÓ¹ÄâÍÓñ²»×ã¹ó
36315	22.693	113.22699	¹ã¶« ÖÐÉ½	livychan	2014/5/1 0:00	2:28:00	20	f	1727381157	447	133	1335	Fri Apr 09 11:24:00 +0800 2010	livychan	3.76639E+15	ºÃË§
63350	22.95117	113.38373	¹ã¶« ¹ãÖÝ	nana8899-H	2014/5/1 0:00	2:28:00	1	f	1221816124	162	168	577	Thu Apr 29 01:00:14 +0800 2010	nana8899	3.74598E+15	×ª·¢Î¢²©
167751	23.17936	113.25973	¹ã¶« ¹ãÖÝ	Tearqer½à	2014/5/1 0:00	2:28:00	1	f	2265776522	577	1623	394	Sun Jul 24 22:29:48 +0800 2011		3.75851E+15	@JasonÃÎÏëÊØ»¤ÍÅ_ÍÅÖúWMY
33580	22.62136	114.03097	½­Î÷ ÒË´º	Zh_y_	2014/5/1 0:00	2:28:00	9	m	2378012502	142	71	366	Wed Sep 07 19:51:24 +0800 2011		3.74549E+15	ÄãÈô²»Ï§£¬ÎÒÒà²»°®¡£
699	22.52199	113.035	¹ã¶« ½­ÃÅ	ëu¯D…ù¶¡Ø¼‚¶ºÝ_Å¬–^	2014/5/1 0:00	2:28:00	7	f	1770026134	739	322	1786	Wed Jul 14 13:12:56 +0800 2010	m0rem0re	3.76496E+15	ÈË¼è²»²ð°¡
65783	22.97178	113.61372	¹ã¶« ¶«Ý¸	½­Î÷¹ã·áÅÅÉ½Õò	2014/5/1 0:00	2:28:00	19	m	2047608763	186	745	564	Sun Mar 27 08:13:02 +0800 2011	jxsr0793	3.76582E+15	ÕûÌì¶¼ÊÇ±ð¹úµÄÐÂÎÅ£¬×Ô¼º¹ú¼ÒµÄ£¿¹úÌ©Ãñ°²£¡ÊÂÊµÕæµÄÈç´ËÂð£¿ http://t.cn/R77bpMS
115570	23.11987	113.97595	¹ã¶«	ÁµÉÐÑ©Ë¼ÃÜ´ï	2014/5/1 0:00	2:28:00	1000	f	1836912681	49	45	79	Sat Oct 23 10:08:45 +0800 2010		3.76754E+15	Ò»ÌìÖÐ×îÃÀºÃµÄÊ±¹â¾ÍÊÇÏÖÔÚ£¬ÌÉÔÚ´²ÉÏÊ²Ã´¶¼Ã»ÓÐÏë¡£µÆ»ðÀ»ÉºÊÇ±ðÈËµÄÑ¤ÀÃ£¬¹Â¶ÀÊÇÒ»ÖÖ³Á×íµØÏíÊÜ¡£( Íí°² )
164799	23.11987	113.97595	¹ã¶«	ÁµÉÐÑ©Ë¼ÃÜ´ï	2014/5/1 0:00	2:28:00	1000	f	1836912681	49	46	79	Sat Oct 23 10:08:45 +0800 2010		3.76754E+15	Ò»ÌìÖÐ×îÃÀºÃµÄÊ±¹â¾ÍÊÇÏÖÔÚ£¬ÌÉÔÚ´²ÉÏÊ²Ã´¶¼Ã»ÓÐÏë¡£µÆ»ðÀ»ÉºÊÇ±ðÈËµÄÑ¤ÀÃ£¬¹Â¶ÀÊÇÒ»ÖÖ³Á×íµØÏíÊÜ¡£( Íí°² )
33239	22.65188	114.0309	ºþÄÏ ÖêÖÞ	Áõ-Éµæ¤¶ù	2014/5/1 0:00	2:28:00	2	f	2017727075	214	149	551	Fri Mar 11 18:55:43 +0800 2011		3.76816E+15	[°Ý°Ý][°Ý°Ý][°Ý°Ý][°Ý°Ý][°Ý°Ý][°Ý°Ý][°Ý°Ý]
63695	23.01997	113.33567	¹ã¶« ¹ãÖÝ	-ÄãÌõlen	2014/5/1 0:00	2:28:00	1	m	2686895784	291	26	653	Thu Jan 26 16:23:24 +0800 2012		3.72297E+15	??¾ÍËã±ÈÎÒ¼¸¶àÇ®£¬±ÈÎÒÊµÏÖ¼¸¶à¸öÔ¸Íû£¬ÎÒ¶¼¿ÉÒÔßíÒª£¬ÎÒÏëÒª¸ÁÖ»ÏµÃ¿Ò»¸öÍíÉÏÌýµ½ÄãµÄÉùÒô£¬Ã¿Ò»Íí¿ªÐÄ¸Á»°ÌâÍ¬Ã¿Ò»ÍíÕæÐÄµÄÍí°²ºÍÎÒ°®Äã¡­¡­ÕâÑùÎÒÒÑ¾­×ã¹»ÁË??Ò»¸ö°ëÐ¡Ê±µÄµç»°ÏÂ´ÎÄÜÔÙÆÆ¼ÍÂ¼÷á£¿@ÄãÌõlen- ¹þ¹þ¹þ¹þ£¡[ÔÂÁÁ]Íí°²~ÎÒ°®Äã~´ó±¿ÖíÃ÷Ìì²»ÖªÐÑ http://t.cn/8kREM6Q
164800	23.127	113.97	¹ã¶« ¹ãÖÝ	Æ½Æ½Îå	2014/5/1 0:00	2:28:00	1	f	3275352382	95	166	21	Fri Apr 19 17:41:03 +0800 2013		3.7556E+15	ÎÒÔÚÓÃ@ÃÀ¿§Ïà»ú ·è¿ñ×ÔÅÄ£¬»¹¿ÉÒÔÒ»¼ü»¯×±£¬³¬¼¶ÉñÆ÷ÍÆ¼ö¸ø´ó¼Ò£¡ÃÍ´Á: http://t.cn/Rvhn8nD 
17542	22.5224	114.03199	¹óÖÝ ×ñÒå	Ê«Ê«Ê«Ð¡½ã	2014/5/1 0:00	2:28:00	3	f	3741288145	56	95	186	Fri Aug 23 23:36:50 +0800 2013		3.76503E+15	×ª·¢Î¢²©
53320	22.94131	112.92315	¹ã¶« ·ðÉ½	œ¿Ã×ƒ¹Ô	2014/5/1 0:00	2:28:00	6	f	1973735465	248	267	829	Thu Feb 17 11:29:17 +0800 2011		3.76821E+15	DIAFORCE×êÊ¯Ö®Á¦»Æ½ð²­Ë®ÄýÑÛÄ¤ ¹æ¸ñ£º60Ã¶/ºÐ Éú²úÈÕÆÚ£º2014Äê10ÔÂ5ÈÕ ±£ÖÊÆÚ£º2Äê ¹¦Ð§£ºÅÅ¶¾¹¦Ð§ÌáÉý3~5±¶£¬ÓÐºÜÇ¿µÄÈ¥ºÚÑÛÈ¦ºÍÐ¡Ï¸ÎÆµÄ¹¦Ð§£¬·¨ÁîÎÆ£¬°Ë½ÇÎÆ£¬ÏÂ°Í°µµ­¶¼¿ÉÒÔÓÃ¡£ÃÜ×ÅÁ¦ºÜÇ¿£¬Ë®·Ö¶à£¬ÊÇ½ºÔ­Ìå£¬ÔÚ·óµÄ¹ý³ÌÖÐÂýÂý±ä±¡Ò»µã£¬·ó20·ÖÖÓ-30·ÖÖÓ£¬¿ÉÒÔÌù×ÅË¯¾õ http://t.cn/R7tBEgy
41481	22.86072	113.11807	¹ã¶« ·ðÉ½	ÎÄÎÄ»ù	2014/5/1 0:00	2:28:00	6	m	2179386774	93	40	3734	Fri Jun 17 21:03:42 +0800 2011	CJ091225	3.76819E+15	ÓÐD¶ñÐÄ
122245	23.18459	113.2488	¹ã¶« ¹ãÖÝ	Ð¡±¿±¿0920	2014/5/1 0:00	2:28:00	1	m	1761567891	341	404	3019	Wed Jun 23 11:35:38 +0800 2010	warmerben	3.76825E+15	ÎÒÔÚÌìÏÂÎÞË«´³¹ýÁËµÚ51¹Ø£¬ÀÛ¼Æ»ñµÃ405ÐÇ£¡ ÏÂÔØ:Ios:http://t.cn/zT8AuH2 Android:http://t.cn/zHqhust
68981	22.92523	113.83386	ºþÄÏ	Ð¡ÁúÑ¿¶ù	2014/5/1 0:00	2:28:00	1000	m	3937556817	30	117	7	Mon Dec 09 04:03:37 +0800 2013		3.70525E+15	#ÎåÒ»È¥ÄÄ¶ù# ÎÒµÄÔ­´´Ð¡Ëµ¡¶×ßÂí¿´ÌìÏÂ¡·Á´½ÓµØÖ·: http://t.cn/8FmvLQz  ´ò¹¤Ò»×å ÏÐ×÷ÆªÕÂ ÊÖ»ú×÷Æ· ¹Ï»úÂë×Ö  Ç×£¬Ï²»¶Õâ¸ö×÷Æ·¾ÍÊÕ²ØÏÂÅ¶£¡ http://t.cn/8Fkp3GP ÎÒÔÚ:http://t.cn/8sO3zeL
30618	22.64912	113.82598	¹ã¶« ÉîÛÚ	•ÔÁá-Shirley	2014/5/1 0:00	2:28:00	3	f	2693284095	86	171	1481	Fri Apr 06 16:46:42 +0800 2012		3.76121E+15	@Õ«ÓÑ_ [ÍÚ±ÇÊº][ÍÚ±ÇÊº]
181824	23.45608	113.17231	Õã½­ ÎÂÖÝ	ÓêÉúµÄÐÄÉù	2014/5/1 0:00	2:28:00	3	f	1741103987	552	81	1355	Thu May 13 16:12:09 +0800 2010	beinys	3.76838E+15	#µÚÊ®ÁùÌì#²ÈÁËÒ»µØµÄÂäÒ¶£¬×ß¹ý±¯ÉË¡£×ß¹ýÏÊ»¨Ê¢¿ªµÄÂ·ÅÔ£¬À´µ½²Ù³¡¡£¼¦µ°³¦¹àÉÏ½´ÓÍµÄÎ¶µÀ£¬Æ´Ãü¸ÏÉÏµÄ½Å²½£¬²»ÊÇ»áÉÙÁË×Ô¼ºµÄ½Ú×àÂð£¿ http://t.cn/z8AGm6y
62618	22.921	113.344	¹ã¶« ¹ãÖÝ	-D_cJ	2014/5/1 0:00	2:29:00	1	m	3176049967	112	116	257	Wed Dec 05 19:16:55 +0800 2012		3.76818E+15	ÀÏ¶¹ÉúÈÕ¿ìÀÖ¡¢????
111705	23.00278	113.73364	¹ã¶« ÉÇÍ·	HengShow_	2014/5/1 0:00	2:29:00	5	m	2935419850	138	214	136	Sun Sep 02 15:11:17 +0800 2012		3.75957E+15	Äã²»ÊÇÕæÕýµÄ¿ìÀÖÄãµÄÐ¦Ö»ÊÇÄã´©µÄ±£»¤É« http://t.cn/Rh80L1o
29850	22.67608	113.82544	¹ã¶« ½ÒÑô	HüSÐñÖéxz	2014/5/1 0:00	2:29:00	52	f	2759274593	189	88	463	Fri May 11 08:21:51 +0800 2012		3.76214E+15	×Ü¾õµÃºÜÐÄËá
123789	23.15364	113.19562	¹ã¶« ¶«Ý¸	Suggest-ÑôÑô	2014/5/1 0:00	2:29:00	19	m	1948120030	183	116	45	Thu May 19 20:59:50 +0800 2011		3.73263E+15	ÎÒÓÃ¶µ¶µÓÑ·ÖÏíÍ¼Æ¬: ÒÁÅµ¾§Òø·» ´¿Òø¶ú¶¤ 8Ôª°üÓÊ Ë¢ÏúÁ¿ http://t.cn/RPhrZFq ÒÁÅµ S990´¿Òø¶ú¶¤ º«°æÄÐÅ®¿î Ð¡Ô²Öé¶úÕë·À¹ýÃôËÍ¶úÈû×ãÒø¶ú¶¤ [ ÏÂÔØµØÖ·  http://t.cn/8ssujSe ] @¶µ¶µÓÑ
36314	22.77554	113.1615	¹ã¶« ½ÒÑô	³ÂÅæ´ÏÕâ¸öÃû×ÖÎÒ²»¸ÄÁË	2014/5/1 0:00	2:29:00	52	m	3214037355	457	410	822	Mon Jan 07 12:25:03 +0800 2013		3.76812E+15	À´¿´¿´ÎÒÅÄµÄMV£º¡°Ô­ÁÂÎÒµ¯µÃ²»ºÃ¡£²»Òª´òÎÒ£¡¡±£¬µã´Ë²¥·Å>>http://t.cn/R7tIyZb£¨Í¨¹ý #ÃÀÅÄ# Â¼ÖÆ£©
14846	22.54528	113.9627	ÖØÇì Óå±±Çø	¸èÀöæ«er	2014/5/1 0:00	2:29:00	12	f	2117474291	1119	1019	1332	Mon May 02 16:02:58 +0800 2011		3.76795E+15	[°®Äã][°®Äã]//@ÐÔÂÛ:ÍÆ¼öÒ»¸ö»µÄÐÈË¸ø´ó¼Ò£¬ËûËµµÄ»°³¬¾­µäµÄÅ¶
110989	23.04941	113.75181	¸£½¨ ÄÏÆ½	¹­ÕýÍõÂ·	2014/5/1 0:00	2:29:00	7	m	1473495350	971	1405	7755	Wed Dec 02 02:04:29 +0800 2009	wyss	3.76778E+15	´óÏÀ£¡
105343	23.0554	113.39129	¹ã¶« ¹ãÖÝ	ºÎ–|æÌ	2014/5/1 0:00	2:29:00	1	f	2681291221	109	72	120	Sun Mar 25 13:11:08 +0800 2012		3.75099E+15	³ö²îÕâ¼¸ÌìÃ¿Ìì³ÔÃæ£¬ÖÕÓÚÁìµ¼Çë³Ô´ó²ÍÁË£¬ÓÖÒªºÈ¾Æ£¬Õâ²»ÄÑÊÜµ½ÏÖÔÚ£¡[¸É±­][¸É±­][¸É±­][¸É±­][¸É±­] http://t.cn/RhUGKua
178017	23.34588	113.28805	¹ã¶« ¹ãÖÝ	»Æ³ã¼áAsini	2014/5/1 0:00	2:29:00	1	m	2977053745	75	120	153	Thu Oct 04 20:01:32 +0800 2012		3.74825E+15	Èç´ËµØÏú»ê[¿á]
117693	23.17426	113.14487	ÆäËû	½Ü¿ËØ¯±ø	2014/5/1 0:00	2:29:00	1000	m	3887087589	34	260	51	Sun Nov 03 01:21:48 +0800 2013		3.76035E+15	ÎÒÔÚ°²È«ÎÀÊ¿#360»áÔ±ÖÐÐÄ#£¬·¢ÏÖÁË¡°ÌåÑé°²×ÐÐ¡¾«Áé¡±ÌØÈ¨£¬ÒÑ¾­ÓÐ3903390ÈËÁìÈ¡À²£¡ÎÒÊÇ360»áÔ±£¬×ß±é360²úÆ·È«¶¼ÓÐµÄ»áÔ±Å¶£¡ÓÐ×¨ÊôÓÎÏ·µÀ¾ß¡¢ÓÐìÅ¶¯ÎÀÊ¿Í¼±ê¡¢»¹ÓÐ360ÆìÏÂÆäËû²úÆ·¶àÏî×¨ÏíÈ¨Àû£¡£¨µÇÂ¼°²È«ÎÀÊ¿¼´¿ÉÃâ·Ñ³ÉÎª360»áÔ±£©
33238	22.62386	114.02987	ºþÄÏ ÕÅ¼Ò½ç	ÃôÃô890330	2014/5/1 0:00	2:29:00	8	f	1763117561	113	57	1506	Sat Sep 18 13:37:25 +0800 2010		3.76779E+15	×ª·¢Î¢²©
159561	23.16134	113.41456	¹ã¶« ÉîÛÚ	Ïô°ØÁÖ¾ÍÊÇÐ¤°ØÁÖ	2014/5/1 0:00	2:29:00	3	m	1953645503	860	709	2500	Sun Feb 06 13:06:30 +0800 2011		3.76633E+15	ËµµãÔÛ¼ÒµÄÀúÊ·°É¡£ËÄÎåÊ®ÄêÇ°£¬¡°ËÄÇåÔË¶¯¡±À´µ½íÙÊ¯ÁË£¬Ö®ºó¡°ÎÞ²ú½×¼¶ÎÄ»¯´ó¸ïÃü¡±Ò²À´µ½£¬²»ÄÜÐÒÃâ£¬ÄÇÊ±ºò£¬¼ÒÀï±ßÌùÂúÁË¡°´ó×Ö±¨¡±£¬ÃÅ¿ÚÕ¾ÂúÁËÀ´ÉùÌÖµÄÈËÃÇ£¬¿ÚºÅÕðÌìÏì£¬¼ÒÀïÈËÊ±Ê±½ÓÊÜ×ÅÉùÌÖ¡¢ÊÜÎ§¹¥¡¢×÷¼ìÌÖ£¬¼ÒÀï±ßÓÐ¡°Ôì·´ÅÉ¡±£¬Ò²ÓÐ¡°ºìÉ«¡±£¬¡°Ïô¼Ò´å¡±ÀÏÓ×ÐÄ¾ªÈâÌø¡¢»Ì»Ì²»¿ÉÖÕÈÕ£¡
170038	23.214	113.26719	¹ã¶« ¹ãÖÝ	ø†×Ó-zhuo	2014/5/1 0:00	2:29:00	1	f	2689110503	349	234	1587	Sat Mar 31 14:45:28 +0800 2012		3.76826E+15	×¿×¿¼ÒµÄÐ¬¼Ü£¬Ð¡µêÊÇ±¡Àû¶àÏú ²»Òé¼Û²»°üÓÊ??Ç×ÃÇ¿´ÖÐÇëÏÈÑ¯ÎÊÊÇ·ñÓÐ»õ ??Ð¡µêÎªÆ½¼Ûµê ÊÊºÏ´óÖÚÈËÈº Å¼¶ûÉÙÁ¿¸ß¶Ë¿î???? http://t.cn/RhRkEmK £¨·ÖÏí×Ô @Î¢µê http://t.cn/8FNxYZZ£©
160163	23.1284	113.37439	¹ã¶« ¹ãÖÝ	ÓÃ»§Ajl2m209436Óà	2014/5/1 0:00	2:29:00	1	m	3974684608	41	332	53	Thu Jan 09 20:08:05 +0800 2014		3.76153E+15	·ÖÏíÍ¼Æ¬
68980	23.02899	113.786	¹ã¶« ¶«Ý¸	×Ï«h_ãå·çÁÖ	2014/5/1 0:00	2:29:00	19	f	1770468407	357	460	2999	Thu Jul 08 10:29:53 +0800 2010	happyprincehappywind	3.76676E+15	±Æ¸ñÂúÂú
30237	22.684	113.801	¹ã¶« ÉîÛÚ	Aries_»ÆÐ¡½ã	2014/5/1 0:00	2:30:00	3	f	2988580741	1411	238	284	Thu Oct 04 12:38:44 +0800 2012		3.76808E+15	ÄÑÊÜ?? http://t.cn/R7tAGr4
106221	23.08987	113.54266	º£Íâ ·¨¹ú	Daling-accountant	2014/5/1 0:00	2:30:00	3	f	2119015605	250	212	138	Tue May 03 19:10:52 +0800 2011		3.76752E+15	ÞD°lÎ¢²©
123037	23.16377	113.24835	¹ã¶« ¹ãÖÝ	DreamÃûÊË³±Óªµê	2014/5/1 0:00	2:30:00	1	m	2017147150	46	12	577	Thu May 19 21:37:38 +0800 2011		3.75772E+15	ÄÐ×°2014ÏÄ×°ÐÂ¿îº«°æÓ¢Â×9·Ö¿ãº«°æÐÞÉí one-boyÕýÆ·°ü×°ÐÂ²ð·â ÎÞÈÎºÎ http://t.cn/Rh0Ksz4 £¨·ÖÏí×Ô @Î¢µê http://t.cn/8FNxYZZ£©
57754	23.02598	113.10698	¹ã¶« ÉÇÎ²	Edisonman_Åí	2014/5/1 0:00	2:30:00	15	m	1775696337	55	153	278	Fri Feb 28 23:40:07 +0800 2014	Edisonman	3.76675E+15	ÎÞÐë±ðÈËÔõÑùÆÀ¼Û¡£
163545	23.115	113.846	Ïã¸Û ¹ÛÌÁÇø	Edward_Yao_	2014/5/1 0:00	2:30:00	5	m	2144267524	1043	262	359	Sun May 08 22:41:21 +0800 2011	dandan520yingying	3.76754E+15	Äã×öµÄÔÙºÃ£¬Ò²»¹ÊÇÓÐÈËÖ¸Ö¸µãµã£»Äã¼´±ãÒ»ËúºýÍ¿£¬Ò²»¹ÊÇÓÐÈË³ªÔÞ¸è¡£ËùÒÔ²»±Øµô½øËûÈËµÄÑÛÉñ£¬ÄãÐèÒªÌÖºÃµÄ£¬½ö½öÊÇÄã×Ô¼º¡£ http://t.cn/z8A06FA
171102	23.2343	113.2766	¹ã¶« ¹ãÖÝ	EXOÑ«Â¹-ÎÒÄÐÈË	2014/5/1 0:00	2:30:00	1	f	3867713405	253	713	5607	Mon Oct 21 16:02:15 +0800 2013		3.76844E+15	¼ÓÓÍ£¡Ï²»¶Ñ«µÄÃÃ×ÓÃÇ//@Ñ«Â¹--Ò®ºÙ:@¶ÀÑ«Â¹Ö¿°® //@EXOÑ«Â¹-ÎÒÄÐÈË://@Ñ«¿Ç:ÞD°lÎ¢²©
116557	23.16028	112.90105	¹ã¶« ·ðÉ½	hyyyyyyyyyyyyyyyyyyyyyyyyyy	2014/5/1 0:00	2:30:00	6	m	1926385210	164	95	56	Tue Jan 25 17:50:11 +0800 2011		3.76836E+15	ÌìÇåÆøË¬£¬³öÈ¥ÏÐ¹ä
